issues,status,type,words,titleLen,descLen,h1,url,title,description,canonical
"","200","destination","893","22","152","1","https://www.originfacts.com/destinations/botswana","Botswana · Originfacts","Botswana is defined by vast, flat expanses of savanna, salt pans, and the slow pulse of the Okavango Delta — a landlocked southern African nation where…","https://www.originfacts.com/destinations/botswana"
"","200","destination","1012","20","153","1","https://www.originfacts.com/destinations/brazil","Brazil · Originfacts","Brazil occupies nearly half of South America — rainforest canopy, cerrado savanna, caatinga scrubland, and thousands of kilometres of Atlantic coastline…","https://www.originfacts.com/destinations/brazil"
"","200","destination","1198","22","159","1","https://www.originfacts.com/destinations/brisbane","Brisbane · Originfacts","Brisbane pulses with subtropical energy where the serpentine river carves through gleaming towers and heritage Queenslanders. Australia&#x27;s fastest-growing…","https://www.originfacts.com/destinations/brisbane"
"","200","destination","901","36","150","1","https://www.originfacts.com/destinations/british-virgin-islands","British Virgin Islands · Originfacts","Scattered across roughly 150 square kilometres of the northeastern Caribbean, the British Virgin Islands form an archipelago of some 60 islands, cays…","https://www.originfacts.com/destinations/british-virgin-islands"
"","200","destination","877","20","150","1","https://www.originfacts.com/destinations/brunei","Brunei · Originfacts","A small sultanate on the northern coast of Borneo, Brunei is defined by dense equatorial rainforest, a gilded capital skyline, and one of the highest…","https://www.originfacts.com/destinations/brunei"
"","200","destination","981","22","150","1","https://www.originfacts.com/destinations/bulgaria","Bulgaria · Originfacts","Bulgaria sits at the crossroads of Europe and the Near East, its interior shaped by the Balkan Mountains and rolling agricultural plains, its eastern…","https://www.originfacts.com/destinations/bulgaria"
"","200","destination","900","26","153","1","https://www.originfacts.com/destinations/burkina-faso","Burkina Faso · Originfacts","A landlocked nation at the heart of West Africa, Burkina Faso is a country of flat savanna plains, dusty harmattan winds, and a cultural life defined by…","https://www.originfacts.com/destinations/burkina-faso"
"","200","destination","858","21","156","1","https://www.originfacts.com/destinations/burundi","Burundi · Originfacts","Burundi occupies the highlands of Central Africa&#x27;s Great Rift Valley, a small, densely populated country of terraced hillsides, banana groves, and the…","https://www.originfacts.com/destinations/burundi"
"","200","destination","911","22","152","1","https://www.originfacts.com/destinations/cambodia","Cambodia · Originfacts","Cambodia occupies the heart of mainland Southeast Asia, where the vast Tonlé Sap lake swells and recedes with the Mekong&#x27;s seasonal pulse, shaping…","https://www.originfacts.com/destinations/cambodia"
"long_description","200","destination","950","22","163","1","https://www.originfacts.com/destinations/cameroon","Cameroon · Originfacts","Described by its own people as &quot;Africa in miniature,&quot; Cameroon compresses rainforest, savanna, volcanic highlands, and a Gulf of Guinea coastline into a…","https://www.originfacts.com/destinations/cameroon"
"","200","destination","1041","20","151","1","https://www.originfacts.com/destinations/canada","Canada · Originfacts","Canada stretches across six time zones and nearly 10 million km², from Pacific rainforests and Prairie flatlands to Arctic tundra and Atlantic fishing…","https://www.originfacts.com/destinations/canada"
"","200","destination","908","24","154","1","https://www.originfacts.com/destinations/cape-verde","Cape Verde · Originfacts","Ten volcanic islands scattered across the Atlantic some 570 kilometres west of Senegal, Cape Verde blends Saharan dust, oceanic trade winds, and a Creole…","https://www.originfacts.com/destinations/cape-verde"
"","200","destination","882","35","147","1","https://www.originfacts.com/destinations/caribbean-netherlands","Caribbean Netherlands · Originfacts","Three small islands — Bonaire, Sint Eustatius, and Saba — scattered across the southern and northeastern Caribbean, each distinct in landscape and…","https://www.originfacts.com/destinations/caribbean-netherlands"
"","200","destination","899","28","151","1","https://www.originfacts.com/destinations/cayman-islands","Cayman Islands · Originfacts","Three low-lying coral islands in the western Caribbean — Grand Cayman, Cayman Brac, and Little Cayman — where turquoise water meets ironshore rock and…","https://www.originfacts.com/destinations/cayman-islands"
"","200","destination","888","38","153","1","https://www.originfacts.com/destinations/central-african-republic","Central African Republic · Originfacts","The Central African Republic occupies a vast, landlocked plateau at the geographic heart of Africa, where dense rainforest gives way to savanna, and the…","https://www.originfacts.com/destinations/central-african-republic"
"","200","destination","850","18","152","1","https://www.originfacts.com/destinations/chad","Chad · Originfacts","Chad occupies the geographic heart of Africa, a vast landlocked nation where the Sahara Desert grades southward through the Sahel into tropical savanna…","https://www.originfacts.com/destinations/chad"
"missing_description","200","destination","972","24","0","1","https://www.originfacts.com/destinations/chiang-mai","Chiang Mai · Originfacts","","https://www.originfacts.com/destinations/chiang-mai"
"long_description","200","destination","1014","19","163","1","https://www.originfacts.com/destinations/chile","Chile · Originfacts","Chile stretches 4,300 kilometres down South America&#x27;s western edge — one of the world&#x27;s longest and narrowest countries — encompassing the driest desert…","https://www.originfacts.com/destinations/chile"
"","200","destination","1055","19","147","1","https://www.originfacts.com/destinations/china","China · Originfacts","China stretches from the Gobi Desert in the north to the rice terraces of Yunnan in the south, a country of continental scale where ancient temple…","https://www.originfacts.com/destinations/china"
"","200","destination","895","30","147","1","https://www.originfacts.com/destinations/christmas-island","Christmas Island · Originfacts","A remote Australian territory in the Indian Ocean, Christmas Island rises steeply from the sea as a densely forested plateau, its interior largely…","https://www.originfacts.com/destinations/christmas-island"
"","200","destination","881","37","150","1","https://www.originfacts.com/destinations/cocos-keeling-islands","Cocos (Keeling) Islands · Originfacts","Two coral atolls in the eastern Indian Ocean — 27 low-lying islands encircling a turquoise lagoon, roughly 2,750 km northwest of Perth, where coconut…","https://www.originfacts.com/destinations/cocos-keeling-islands"
"","200","destination","1009","22","153","1","https://www.originfacts.com/destinations/colombia","Colombia · Originfacts","Colombia occupies the northwestern corner of South America where the Andes fracture into three separate cordilleras, the Amazon basin stretches into the…","https://www.originfacts.com/destinations/colombia"
"","200","destination","844","21","154","1","https://www.originfacts.com/destinations/comoros","Comoros · Originfacts","Three volcanic islands adrift in the Indian Ocean between Mozambique and Madagascar, Comoros compresses dense forest, crater lakes, and coral reef into a…","https://www.originfacts.com/destinations/comoros"
"","200","destination","876","26","149","1","https://www.originfacts.com/destinations/cook-islands","Cook Islands · Originfacts","Fifteen islands scattered across 2.2 million km² of South Pacific Ocean, the Cook Islands combine volcanic peaks draped in rainforest with low-lying…","https://www.originfacts.com/destinations/cook-islands"
"","200","destination","1000","24","154","1","https://www.originfacts.com/destinations/costa-rica","Costa Rica · Originfacts","Costa Rica occupies a narrow strip of Central America between the Pacific and Caribbean, where cloud forests drip into lowland jungle, volcanoes shoulder…","https://www.originfacts.com/destinations/costa-rica"
"","200","destination","889","21","150","1","https://www.originfacts.com/destinations/croatia","Croatia · Originfacts","Croatia stretches along the eastern Adriatic coast and into the Pannonian Plain, a country of karst limestone, island-dotted sea, and medieval walled…","https://www.originfacts.com/destinations/croatia"
"","200","destination","952","18","153","1","https://www.originfacts.com/destinations/cuba","Cuba · Originfacts","Cuba is the largest island in the Caribbean, where crumbling colonial architecture, vintage American automobiles, and a persistent tropical heat combine…","https://www.originfacts.com/destinations/cuba"
"","200","destination","877","21","152","1","https://www.originfacts.com/destinations/curacao","Curaçao · Originfacts","Curaçao sits in the southern Caribbean, just 60 kilometres off the Venezuelan coast, where Dutch colonial architecture painted in ochre, terracotta and…","https://www.originfacts.com/destinations/curacao"
"","200","destination","867","20","145","1","https://www.originfacts.com/destinations/cyprus","Cyprus · Originfacts","Cyprus sits in the eastern Mediterranean where Europe, Asia, and the Middle East converge — an island of limestone mountains, citrus groves, and…","https://www.originfacts.com/destinations/cyprus"
"","200","destination","870","21","152","1","https://www.originfacts.com/destinations/czechia","Czechia · Originfacts","Czechia sits at the geographical heart of Europe, a landlocked country of Baroque spires, rolling Bohemian hills, and deep river valleys where medieval…","https://www.originfacts.com/destinations/czechia"
"","200","destination","921","22","149","1","https://www.originfacts.com/destinations/dr-congo","DR Congo · Originfacts","The Democratic Republic of Congo sprawls across central Africa in a sweep of equatorial rainforest, savannah, volcanic highlands, and the vast Congo…","https://www.originfacts.com/destinations/dr-congo"
"missing_description","200","destination","941","20","0","1","https://www.originfacts.com/destinations/darwin","Darwin · Originfacts","","https://www.originfacts.com/destinations/darwin"
"","200","destination","909","21","153","1","https://www.originfacts.com/destinations/denmark","Denmark · Originfacts","Denmark occupies the Jutland peninsula and some 400 islands between the North Sea and the Baltic, a flat, wind-scoured country of beech forests, coastal…","https://www.originfacts.com/destinations/denmark"
"","200","destination","1034","22","155","1","https://www.originfacts.com/destinations/denpasar","Denpasar · Originfacts","Denpasar is Bali&#x27;s buzzing capital, where temple spires rise between traffic-filled boulevards and shaded courtyards hide offerings of frangipani and…","https://www.originfacts.com/destinations/denpasar"
"","200","destination","863","22","156","1","https://www.originfacts.com/destinations/djibouti","Djibouti · Originfacts","A small nation wedged between the Horn of Africa and the Red Sea, Djibouti compresses salt lakes, volcanic rock fields, and one of the world&#x27;s busiest…","https://www.originfacts.com/destinations/djibouti"
"","200","destination","843","22","154","1","https://www.originfacts.com/destinations/dominica","Dominica · Originfacts","Dominica is a small volcanic island in the eastern Caribbean that has resisted mass tourism, remaining densely forested, steeply mountainous, and home to…","https://www.originfacts.com/destinations/dominica"
"","200","destination","961","32","144","1","https://www.originfacts.com/destinations/dominican-republic","Dominican Republic · Originfacts","The Dominican Republic occupies the eastern two-thirds of Hispaniola, the second-largest island in the Caribbean, where the Sierra de Neiba and…","https://www.originfacts.com/destinations/dominican-republic"
"","200","destination","997","21","154","1","https://www.originfacts.com/destinations/ecuador","Ecuador · Originfacts","Ecuador compresses four distinct worlds into an area smaller than Nevada: the Pacific coast, the Andean highlands with their double row of volcanoes, the…","https://www.originfacts.com/destinations/ecuador"
"","200","destination","966","19","158","1","https://www.originfacts.com/destinations/egypt","Egypt · Originfacts","Egypt straddles northeast Africa and the Sinai Peninsula, where desert silence is broken by the Nile&#x27;s green corridor and cities dense with millennia of…","https://www.originfacts.com/destinations/egypt"
"","200","destination","877","25","148","1","https://www.originfacts.com/destinations/el-salvador","El Salvador · Originfacts","El Salvador is the smallest and most densely populated country in Central America, a compact landscape of volcanic peaks, Pacific surf beaches, and…","https://www.originfacts.com/destinations/el-salvador"
"","200","destination","894","31","149","1","https://www.originfacts.com/destinations/equatorial-guinea","Equatorial Guinea · Originfacts","Equatorial Guinea occupies a narrow coastal strip on Central Africa&#x27;s Atlantic seaboard and the volcanic island of Bioko, a country where dense…","https://www.originfacts.com/destinations/equatorial-guinea"
"","200","destination","866","21","153","1","https://www.originfacts.com/destinations/eritrea","Eritrea · Originfacts","Eritrea occupies a narrow strip along the Red Sea coast of the Horn of Africa, where highland plateaus drop sharply through semi-arid lowlands to one of…","https://www.originfacts.com/destinations/eritrea"
"","200","destination","909","21","149","1","https://www.originfacts.com/destinations/estonia","Estonia · Originfacts","Estonia occupies the northeastern corner of the Baltic Sea, a small, flat country of dense boreal forest, some 2,400 islands, and a medieval capital…","https://www.originfacts.com/destinations/estonia"
"","200","destination","858","22","154","1","https://www.originfacts.com/destinations/eswatini","Eswatini · Originfacts","Landlocked between South Africa and Mozambique, Eswatini is one of Africa&#x27;s smallest countries — a compact highland kingdom of rolling hills, acacia…","https://www.originfacts.com/destinations/eswatini"
"","200","destination","958","22","153","1","https://www.originfacts.com/destinations/ethiopia","Ethiopia · Originfacts","Ethiopia sits on the Horn of Africa as a landlocked highland plateau ringed by desert lowlands, a country of dramatic elevation swings, ancient Orthodox…","https://www.originfacts.com/destinations/ethiopia"
"","200","destination","1160","20","154","1","https://www.originfacts.com/destinations/europe","Europe · Originfacts","Europe is a relatively compact continent of 44 countries covering roughly 10.5 million km² — a peninsula of peninsulas stretching from the Atlantic coast…","https://www.originfacts.com/destinations/europe"
"","200","destination","845","30","152","1","https://www.originfacts.com/destinations/falkland-islands","Falkland Islands · Originfacts","Two main islands and around 776 smaller ones scattered across the South Atlantic, the Falkland Islands sit roughly 480 kilometres east of Patagonia — a…","https://www.originfacts.com/destinations/falkland-islands"
"","200","destination","902","27","149","1","https://www.originfacts.com/destinations/faroe-islands","Faroe Islands · Originfacts","Eighteen volcanic islands perched in the North Atlantic between Norway and Iceland, the Faroe Islands are defined by steep sea cliffs, narrow fjords…","https://www.originfacts.com/destinations/faroe-islands"
"","200","destination","909","18","152","1","https://www.originfacts.com/destinations/fiji","Fiji · Originfacts","Fiji is an archipelago of roughly 330 islands scattered across the South Pacific, where volcanic peaks drop to coral reefs and sugarcane fields stretch…","https://www.originfacts.com/destinations/fiji"
"","200","destination","946","21","148","1","https://www.originfacts.com/destinations/finland","Finland · Originfacts","Finland stretches across the northern edge of Europe — a country of 188,000 lakes, dense boreal forest, and winters that plunge into polar darkness…","https://www.originfacts.com/destinations/finland"
"","200","destination","1020","20","154","1","https://www.originfacts.com/destinations/france","France · Originfacts","France occupies a hexagonal stretch of western Europe where Atlantic coastline, Alpine peaks, Mediterranean shores, and rolling agricultural plains exist…","https://www.originfacts.com/destinations/france"
"","200","destination","900","27","149","1","https://www.originfacts.com/destinations/french-guiana","French Guiana · Originfacts","French Guiana presses dense Amazonian rainforest — covering more than ninety percent of its territory — against a narrow Atlantic coastline, where a…","https://www.originfacts.com/destinations/french-guiana"
"","200","destination","947","30","154","1","https://www.originfacts.com/destinations/french-polynesia","French Polynesia · Originfacts","French Polynesia scatters 118 islands and atolls across roughly 2.5 million km² of South Pacific Ocean, its interior peaks draped in jungle while shallow…","https://www.originfacts.com/destinations/french-polynesia"
"","200","destination","840","19","152","1","https://www.originfacts.com/destinations/gabon","Gabon · Originfacts","Gabon sits on the equator along Central Africa&#x27;s Atlantic coast, where dense rainforest — covering roughly 85 percent of the land — meets mangrove…","https://www.originfacts.com/destinations/gabon"
"","200","destination","872","20","151","1","https://www.originfacts.com/destinations/gambia","Gambia · Originfacts","A narrow sliver of land wrapped almost entirely by Senegal, Gambia follows the course of the Gambia River for roughly 480 kilometres from the Atlantic…","https://www.originfacts.com/destinations/gambia"
"","200","destination","882","21","152","1","https://www.originfacts.com/destinations/georgia","Georgia · Originfacts","Georgia sits at the crossroads of Eastern Europe and Western Asia, where the Caucasus Mountains drop sharply toward Black Sea lowlands and ancient wine…","https://www.originfacts.com/destinations/georgia"
"","200","destination","1017","21","150","1","https://www.originfacts.com/destinations/germany","Germany · Originfacts","Germany occupies the heart of Europe — a country of dense forests, Rhine river valleys, northern lowland plains, and Bavarian Alpine foothills, where…","https://www.originfacts.com/destinations/germany"
"","200","destination","1007","19","147","1","https://www.originfacts.com/destinations/ghana","Ghana · Originfacts","Ghana sits along the Gulf of Guinea in West Africa, where red laterite roads cut through tropical forest and savanna, the air carries the scent of…","https://www.originfacts.com/destinations/ghana"
"","200","destination","859","23","153","1","https://www.originfacts.com/destinations/gibraltar","Gibraltar · Originfacts","A British Overseas Territory of just 6.7 km² at the southern tip of the Iberian Peninsula, Gibraltar is defined by its monolithic limestone Rock, a busy…","https://www.originfacts.com/destinations/gibraltar"
"","200","destination","1006","20","152","1","https://www.originfacts.com/destinations/greece","Greece · Originfacts","Greece occupies the southern tip of the Balkan Peninsula and scatters roughly 6,000 islands across the Aegean and Ionian seas — a country where ancient…","https://www.originfacts.com/destinations/greece"
"","200","destination","934","23","158","1","https://www.originfacts.com/destinations/greenland","Greenland · Originfacts","Greenland is the world&#x27;s largest island, a vast white expanse of ice sheet and tundra edged by fjords, where the northern lights illuminate winter skies…","https://www.originfacts.com/destinations/greenland"
"","200","destination","854","21","151","1","https://www.originfacts.com/destinations/grenada","Grenada · Originfacts","A small volcanic island nation at the southern end of the Caribbean, Grenada is shaped by dense rainforest interiors, crater lakes, and the persistent…","https://www.originfacts.com/destinations/grenada"
"","200","destination","880","24","144","1","https://www.originfacts.com/destinations/guadeloupe","Guadeloupe · Originfacts","Guadeloupe is a butterfly-shaped archipelago in the eastern Caribbean, where volcanic peaks and dense rainforest meet coral-fringed lagoons and…","https://www.originfacts.com/destinations/guadeloupe"
"","200","destination","864","18","151","1","https://www.originfacts.com/destinations/guam","Guam · Originfacts","A coral-fringed island of roughly 549 km² in the western Pacific, Guam is the largest and southernmost of the Mariana Islands — a place where Chamorro…","https://www.originfacts.com/destinations/guam"
"","200","destination","923","23","151","1","https://www.originfacts.com/destinations/guatemala","Guatemala · Originfacts","Guatemala folds volcanic highlands, dense cloud forest, and lowland jungle into a country roughly the size of Tennessee, where Maya heritage remains a…","https://www.originfacts.com/destinations/guatemala"
"","200","destination","895","22","151","1","https://www.originfacts.com/destinations/guernsey","Guernsey · Originfacts","A self-governing Crown dependency in the English Channel, Guernsey sits closer to the Normandy coast than to England, its granite cliffs and sheltered…","https://www.originfacts.com/destinations/guernsey"
"","200","destination","870","20","153","1","https://www.originfacts.com/destinations/guinea","Guinea · Originfacts","Guinea occupies a humid corner of West Africa where the Fouta Djallon highlands give rise to rivers that drain across the entire region, and where dense…","https://www.originfacts.com/destinations/guinea"
"","200","destination","864","27","151","1","https://www.originfacts.com/destinations/guinea-bissau","Guinea-Bissau · Originfacts","Guinea-Bissau is a small, low-lying West African nation where mangrove estuaries dissolve into the Atlantic, and the rhythm of daily life moves to the…","https://www.originfacts.com/destinations/guinea-bissau"
"","200","destination","880","20","151","1","https://www.originfacts.com/destinations/guyana","Guyana · Originfacts","Guyana sits where the Amazon basin meets the Caribbean coast, a country of dense rainforest, savannah highlands, and rivers that outnumber roads — the…","https://www.originfacts.com/destinations/guyana"
"","200","destination","845","19","154","1","https://www.originfacts.com/destinations/haiti","Haiti · Originfacts","Haiti occupies the western third of Hispaniola in the Caribbean, a mountainous, densely populated country where Creole rhythms, vivid street art, and the…","https://www.originfacts.com/destinations/haiti"
"","200","destination","946","22","153","1","https://www.originfacts.com/destinations/honduras","Honduras · Originfacts","Honduras stretches from Caribbean lowlands and coral-fringed coastline in the north to pine-covered mountains and Pacific coastal plains in the south, a…","https://www.originfacts.com/destinations/honduras"
"","200","destination","945","23","153","1","https://www.originfacts.com/destinations/hong-kong","Hong Kong · Originfacts","Hong Kong occupies a narrow strip of coastline and 260-odd islands on the South China Sea, where glass-tower skylines meet bamboo-forested hillsides and…","https://www.originfacts.com/destinations/hong-kong"
"","200","destination","902","21","148","1","https://www.originfacts.com/destinations/hungary","Hungary · Originfacts","Hungary sits at the heart of Central Europe, its flat Great Plain dissolving into gentle hills and the wide grey ribbon of the Danube, a landlocked…","https://www.originfacts.com/destinations/hungary"
"","200","destination","912","21","152","1","https://www.originfacts.com/destinations/iceland","Iceland · Originfacts","Iceland is fire and ice rendered into landscape: glaciers, geysers, black-sand beaches, and skies that flicker green half the year. ## Overview Iceland…","https://www.originfacts.com/destinations/iceland"
"","200","destination","1037","19","149","1","https://www.originfacts.com/destinations/india","India · Originfacts","India occupies a subcontinent of extraordinary range — from the glaciated Himalayas in the north to tropical coastlines in the south, through desert…","https://www.originfacts.com/destinations/india"
"","200","destination","1357","23","154","1","https://www.originfacts.com/destinations/indonesia","Indonesia · Originfacts","Indonesia stretches across 17,000 islands between the Indian and Pacific Oceans, a nation shaped by volcanic peaks, equatorial rainforest, and one of the…","https://www.originfacts.com/destinations/indonesia"
"","200","destination","969","18","151","1","https://www.originfacts.com/destinations/iran","Iran · Originfacts","A vast plateau ringed by mountain ranges, Iran spans nearly 1.65 million km² between the Caspian Sea and the Persian Gulf, its interior marked by salt…","https://www.originfacts.com/destinations/iran"
"","200","destination","916","18","146","1","https://www.originfacts.com/destinations/iraq","Iraq · Originfacts","Iraq occupies the ancient floodplain between the Tigris and Euphrates rivers, a landscape of desert plateaus, fertile river valleys, and southern…","https://www.originfacts.com/destinations/iraq"
"","200","destination","907","21","150","1","https://www.originfacts.com/destinations/ireland","Ireland · Originfacts","Ireland is an island of low mountains, wide boglands, and a deeply green interior shaped by Atlantic rain — a country where ancient passage tombs and…","https://www.originfacts.com/destinations/ireland"
"","200","destination","922","25","148","1","https://www.originfacts.com/destinations/isle-of-man","Isle of Man · Originfacts","A small self-governing island in the Irish Sea, the Isle of Man sits roughly equidistant from England, Scotland, Ireland, and Wales — its landscape…","https://www.originfacts.com/destinations/isle-of-man"
"","200","destination","938","20","153","1","https://www.originfacts.com/destinations/israel","Israel · Originfacts","Israel occupies a narrow strip of the eastern Mediterranean — desert, fertile valleys, and ancient stone cities compressed into an area smaller than New…","https://www.originfacts.com/destinations/israel"
"","200","destination","1010","19","154","1","https://www.originfacts.com/destinations/italy","Italy · Originfacts","A peninsula shaped by millennia of empire, art, and agriculture, Italy stretches from the Alps to the Mediterranean across 301,000 km², where Roman ruins…","https://www.originfacts.com/destinations/italy"
"","200","destination","935","25","150","1","https://www.originfacts.com/destinations/ivory-coast","Ivory Coast · Originfacts","Ivory Coast stretches from Atlantic surf and dense rainforest in the south to dry savanna and the Sahel fringe in the north — a country of 26 million…","https://www.originfacts.com/destinations/ivory-coast"
"","200","destination","1298","21","154","1","https://www.originfacts.com/destinations/jakarta","Jakarta · Originfacts","Indonesia&#x27;s thunderous capital pulses with contradiction, where gleaming skyscrapers cast shadows over colonial Batavia&#x27;s crumbling facades and…","https://www.originfacts.com/destinations/jakarta"
"","200","destination","880","21","151","1","https://www.originfacts.com/destinations/jamaica","Jamaica · Originfacts","Jamaica rises from the Caribbean Sea as a compact island of surprising vertical relief — the Blue Mountains dominate the interior while coastal plains…","https://www.originfacts.com/destinations/jamaica"
"","200","destination","1205","19","148","1","https://www.originfacts.com/destinations/japan","Japan · Originfacts","Japan is a mountainous archipelago of 6,852 islands where ancient temple districts and neon-lit urban grids exist in close proximity, and where the…","https://www.originfacts.com/destinations/japan"
"","200","destination","897","20","153","1","https://www.originfacts.com/destinations/jersey","Jersey · Originfacts","A small island in the Bay of St Malo, Jersey sits closer to the coast of Normandy than to England, its narrow lanes edged by granite walls, south-facing…","https://www.originfacts.com/destinations/jersey"
"","200","destination","887","20","157","1","https://www.originfacts.com/destinations/jordan","Jordan · Originfacts","Jordan is a compact desert kingdom where rose-red canyons, ancient trade routes, and the lowest point on Earth&#x27;s surface converge in a landscape shaped…","https://www.originfacts.com/destinations/jordan"
"","200","destination","958","24","159","1","https://www.originfacts.com/destinations/kazakhstan","Kazakhstan · Originfacts","Kazakhstan sprawls across Central Asia as the world&#x27;s largest landlocked country — vast steppe rolling into desert, mountain ranges framing the south and…","https://www.originfacts.com/destinations/kazakhstan"
"","200","destination","963","19","159","1","https://www.originfacts.com/destinations/kenya","Kenya · Originfacts","Kenya straddles the equator where savannah grasslands meet snow-capped peaks, coral coastline meets arid northern desert, and Nairobi&#x27;s glass towers rise…","https://www.originfacts.com/destinations/kenya"
"","200","destination","855","22","148","1","https://www.originfacts.com/destinations/kiribati","Kiribati · Originfacts","Kiribati is a scattered nation of 33 low-lying coral atolls and reef islands strung across the central Pacific, straddling both the equator and the…","https://www.originfacts.com/destinations/kiribati"
"","200","destination","853","20","149","1","https://www.originfacts.com/destinations/kosovo","Kosovo · Originfacts","A landlocked country in the central Balkans, Kosovo is defined by river valleys, vine-terraced hills, and the jagged peaks of the Sharr and Accursed…","https://www.originfacts.com/destinations/kosovo"
"","200","destination","842","20","151","1","https://www.originfacts.com/destinations/kuwait","Kuwait · Originfacts","Kuwait sits at the northwestern tip of the Persian Gulf — a small, flat, largely desert nation where glass-and-steel towers rise above an ancient dhow…","https://www.originfacts.com/destinations/kuwait"
"","200","destination","869","24","153","1","https://www.originfacts.com/destinations/kyrgyzstan","Kyrgyzstan · Originfacts","Kyrgyzstan is a landlocked Central Asian republic defined almost entirely by mountains — the Tian Shan and Pamir-Alay ranges cover roughly 94 percent of…","https://www.originfacts.com/destinations/kyrgyzstan"
"","200","destination","887","18","150","1","https://www.originfacts.com/destinations/laos","Laos · Originfacts","Landlocked between five neighbours in mainland Southeast Asia, Laos moves at a pace shaped by the Mekong River — monks collecting alms at dawn, river…","https://www.originfacts.com/destinations/laos"
"","200","destination","896","20","154","1","https://www.originfacts.com/destinations/latvia","Latvia · Originfacts","Latvia sits at the heart of the Baltic, a country of amber coastline, dense pine forest, and art nouveau streetscapes where the rhythms of rural life and…","https://www.originfacts.com/destinations/latvia"
"","200","destination","869","21","151","1","https://www.originfacts.com/destinations/lebanon","Lebanon · Originfacts","Lebanon compresses cedar forests, Mediterranean coastline, and snow-capped mountain ranges into an area smaller than Connecticut, sustaining a culture…","https://www.originfacts.com/destinations/lebanon"
"","200","destination","861","21","151","1","https://www.originfacts.com/destinations/lesotho","Lesotho · Originfacts","A landlocked kingdom entirely encircled by South Africa, Lesotho sits almost entirely above 1,400 metres — a high-altitude plateau of basalt mountains…","https://www.originfacts.com/destinations/lesotho"
"long_description","200","destination","869","21","163","1","https://www.originfacts.com/destinations/liberia","Liberia · Originfacts","Liberia sits at the elbow of West Africa&#x27;s Atlantic coast, its interior blanketed by some of the region&#x27;s last intact tropical rainforest, while fishing…","https://www.originfacts.com/destinations/liberia"
"","200","destination","911","19","148","1","https://www.originfacts.com/destinations/libya","Libya · Originfacts","A vast North African state where the Sahara dominates nine-tenths of the terrain, Libya stretches from the Mediterranean coast inward through stony…","https://www.originfacts.com/destinations/libya"
"","200","destination","860","23","147","1","https://www.originfacts.com/destinations/lithuania","Lithuania · Originfacts","Lithuania is the southernmost of the three Baltic states, a country of amber coastline, dense pine forest, and a Baroque capital that survived the…","https://www.originfacts.com/destinations/lithuania"
"","200","destination","831","24","148","1","https://www.originfacts.com/destinations/luxembourg","Luxembourg · Originfacts","Luxembourg is a small, landlocked grand duchy wedged between Belgium, France, and Germany, where dense Ardennes forest meets river gorges, medieval…","https://www.originfacts.com/destinations/luxembourg"
"long_description","200","destination","906","19","163","1","https://www.originfacts.com/destinations/macau","Macau · Originfacts","A former Portuguese enclave on China&#x27;s southern coast, Macau packs baroque churches, dense high-rises, and some of the world&#x27;s largest casinos into just…","https://www.originfacts.com/destinations/macau"
"","200","destination","901","24","153","1","https://www.originfacts.com/destinations/madagascar","Madagascar · Originfacts","Madagascar sits in the Indian Ocean off the eastern coast of Africa, its 587,000 km² landmass shaped by rainforests on the east, semi-arid spiny deserts…","https://www.originfacts.com/destinations/madagascar"
"","200","destination","841","20","149","1","https://www.originfacts.com/destinations/malawi","Malawi · Originfacts","Malawi is a landlocked sliver of southeastern Africa defined almost as much by water as land — Lake Malawi stretches along nearly the entire eastern…","https://www.originfacts.com/destinations/malawi"
"","200","destination","1033","22","154","1","https://www.originfacts.com/destinations/malaysia","Malaysia · Originfacts","Malaysia spans two distinct landmasses — Peninsular Malaysia flanked by the Strait of Malacca and the South China Sea, and the Borneo states of Sabah and…","https://www.originfacts.com/destinations/malaysia"
"","200","destination","884","22","149","1","https://www.originfacts.com/destinations/maldives","Maldives · Originfacts","The Maldives is an archipelago of 1,192 coral islands arranged in 26 atolls across the central Indian Ocean, where the land rarely rises more than a…","https://www.originfacts.com/destinations/maldives"
"","200","destination","896","18","151","1","https://www.originfacts.com/destinations/mali","Mali · Originfacts","A landlocked West African nation where the Sahara Desert fades into the Sahel and then into the greener Niger River valley, Mali is defined by ancient…","https://www.originfacts.com/destinations/mali"
"","200","destination","854","19","150","1","https://www.originfacts.com/destinations/malta","Malta · Originfacts","A small Mediterranean archipelago south of Sicily, Malta packs Baroque cities, honey-coloured limestone cliffs, and a layered history stretching back…","https://www.originfacts.com/destinations/malta"
"","200","destination","901","30","151","1","https://www.originfacts.com/destinations/marshall-islands","Marshall Islands · Originfacts","Scattered across 1.9 million square kilometres of the central Pacific, the Marshall Islands is an archipelago of 29 low-lying atolls and five isolated…","https://www.originfacts.com/destinations/marshall-islands"
"","200","destination","860","24","150","1","https://www.originfacts.com/destinations/martinique","Martinique · Originfacts","Martinique is a volcanic island in the eastern Caribbean, where dense rainforest meets sugar-cane plains, black-sand Atlantic beaches face white-sand…","https://www.originfacts.com/destinations/martinique"
"","200","destination","874","24","152","1","https://www.originfacts.com/destinations/mauritania","Mauritania · Originfacts","Mauritania stretches across the western edge of the Sahara, where sand dunes swallow ancient caravan cities and the Atlantic coastline meets one of the…","https://www.originfacts.com/destinations/mauritania"
